formula,mu_b,samples,sources,dxmag_type,n_elements
Nb3P,0.0,2,dxmag,full,2.0
Nb3Pb,0.0,3,dxmag,full,2.0
Nb3Sb,0.0,3,dxmag,full,2.0
Nb3Si,0.0,2,dxmag,full,2.0
Nb3Sn,0.0,2,dxmag,full,2.0
Nb3Tl,0.0,2,dxmag,full,2.0
NbAg2As,0.0755486,7,dxmag,full,3.0
NbAg2Bi,0.448961975,8,dxmag,full,3.0
NbAg2Ge,0.28060675,6,dxmag,full,3.0
NbAg2P,0.0028925749999999997,6,dxmag,full,3.0
NbAg2Pb,1.34843705,9,dxmag,full,3.0
NbAg2Sb,0.80841015,12,dxmag,full,3.0
NbAg2Sn,1.27705355,9,dxmag,full,3.0
NbAgAs,0.0008218,7,dxmag,half,3.0
NbAgBi,1.67257645,7,dxmag,half,3.0
NbAgGe,0.97923265,7,dxmag,half,3.0
NbAgP,0.0001875,6,dxmag,half,3.0
NbAgPb,1.36174005,5,dxmag,half,3.0
NbAgSb,1.62169645,8,dxmag,half,3.0
NbAgSn,0.8772369,7,dxmag,half,3.0
NbAlAg,2.5e-07,5,dxmag,half,3.0
NbAlAg2,0.2019144,7,dxmag,full,3.0
NbAlAu,0.00017025,5,dxmag,half,3.0
NbAlAu2,0.562599375,10,dxmag,full,3.0
NbAlCd,0.06463315,8,dxmag,half,3.0
NbAlCd2,1.80829575,7,dxmag,full,3.0
NbAlCo,0.4021712,7,dxmag,half,3.0
NbAlCo2,1.91772125,7,dxmag,inverse,3.0
NbAlCr,0.0001477,7,dxmag,half,3.0
NbAlCr2,1.0933405,8,dxmag,inverse,3.0
NbAlCu,0.0,6,dxmag,half,3.0
NbAlCu2,2.5e-08,4,dxmag,full,3.0
NbAlFe,0.0,5,dxmag,half,3.0
NbAlFe2,1.28381815,5,dxmag,inverse,3.0
NbAlIr,0.0,3,dxmag,half,3.0
NbAlIr2,0.0,6,dxmag,full,3.0
NbAlMo,0.0,5,dxmag,half,3.0
NbAlMo2,0.0,4,dxmag,full,3.0
NbAlNi,0.0,6,dxmag,half,3.0
NbAlNi2,0.0,4,dxmag,full,3.0
NbAlOs,0.0,4,dxmag,half,3.0
NbAlOs2,0.0,4,dxmag,inverse,3.0
NbAlPd,0.0,3,dxmag,half,3.0
NbAlPd2,0.0,3,dxmag,inverse,3.0
NbAlPt,0.0,3,dxmag,half,3.0
NbAlPt2,0.0,6,dxmag,full,3.0
NbAlRe,2e-07,5,dxmag,half,3.0
NbAlRe2,0.0,4,dxmag,full,3.0
NbAlRh,0.0,3,dxmag,half,3.0
NbAlRh2,0.0,6,dxmag,full,3.0
NbAlRu,0.0,5,dxmag,half,3.0
NbAlRu2,7.75e-06,5,dxmag,inverse,3.0
NbAlV,1.38391395,11,dxmag,half,3.0
NbAlV2,0.0,4,dxmag,full,3.0
NbAlW,0.0,5,dxmag,half,3.0
NbAlW2,0.0,4,dxmag,full,3.0
NbAlZn,0.0,3,dxmag,half,3.0
NbAlZn2,0.6961360249999999,8,dxmag,full,3.0
NbAsAu,6.96e-05,7,dxmag,half,3.0
NbAsAu2,0.0,5,dxmag,full,3.0
NbAsIr,1.25e-07,4,dxmag,half,3.0
NbAsIr2,0.0,5,dxmag,inverse,3.0
NbAsOs,0.0,4,dxmag,half,3.0
NbAsOs2,0.0,6,dxmag,full,3.0
NbAsPd,7.98e-05,5,dxmag,half,3.0
NbAsPd2,0.0,4,dxmag,full,3.0
NbAsPt,0.0,3,dxmag,half,3.0
NbAsPt2,0.0,3,dxmag,full,3.0
NbAsRh,0.120850575,8,dxmag,half,3.0
NbAsRh2,0.0,6,dxmag,full,3.0
NbAsRu,0.0,3,dxmag,half,3.0
NbAsRu2,0.254370775,8,dxmag,full,3.0
NbAsW,0.0,4,dxmag,half,3.0
NbAsW2,0.0,4,dxmag,full,3.0
NbBiAu,1.5222126,8,dxmag,half,3.0
NbBiAu2,0.725583225,6,dxmag,full,3.0
NbBiIr,0.4287512,4,dxmag,half,3.0
NbBiIr2,0.0,6,dxmag,full,3.0
NbBiMo,0.0,3,dxmag,half,3.0
NbBiMo2,0.0,4,dxmag,full,3.0
NbBiOs,0.0,3,dxmag,half,3.0
NbBiOs2,0.0,6,dxmag,inverse,3.0
NbBiPd,0.30776525,6,dxmag,half,3.0
NbBiPd2,0.1856931,5,dxmag,full,3.0
NbBiPt,0.9318137000000001,6,dxmag,half,3.0
NbBiPt2,5.345e-05,7,dxmag,full,3.0
NbBiRh,0.47007757499999997,4,dxmag,half,3.0
NbBiRh2,0.0,5,dxmag,inverse,3.0
NbBiRu,0.0,2,dxmag,half,3.0
NbBiRu2,1.72e-05,9,dxmag,full,3.0
NbBiW,0.0,3,dxmag,half,3.0
NbBiW2,0.0,4,dxmag,full,3.0
NbCd2As,0.1193812,11,dxmag,full,3.0
NbCd2Bi,0.708076975,10,dxmag,full,3.0
NbCd2Ga,0.46103997500000005,10,dxmag,full,3.0
NbCd2Ge,0.40981345,10,dxmag,full,3.0
NbCd2In,1.972519525,8,dxmag,full,3.0
NbCd2P,0.0554855,9,dxmag,full,3.0
NbCd2Pb,2.151841,10,dxmag,full,3.0
NbCd2Sb,0.07719777500000001,10,dxmag,full,3.0
NbCd2Si,0.43542315,10,dxmag,full,3.0
NbCd2Sn,1.4436842,9,dxmag,full,3.0
NbCdAs,1.6209685249999999,8,dxmag,half,3.0
NbCdBi,2.18310295,8,dxmag,half,3.0
NbCdGa,0.772764625,6,dxmag,half,3.0
NbCdGe,0.0016692,9,dxmag,half,3.0
NbCdIn,1.56468815,7,dxmag,half,3.0
NbCdP,1.2308685,9,dxmag,half,3.0
NbCdPb,1.55326165,8,dxmag,half,3.0
NbCdSb,2.14230665,8,dxmag,half,3.0
NbCdSi,3.5625e-05,8,dxmag,half,3.0
NbCdSn,1.417223,8,dxmag,half,3.0
NbCo2As,0.000181225,10,dxmag,inverse,3.0
NbCo2Bi,0.0,6,dxmag,full,3.0
NbCo2Ge,0.7107973,13,dxmag,inverse,3.0
NbCo2P,0.00011665,9,dxmag,inverse,3.0
NbCo2Pb,0.378579,11,dxmag,inverse,3.0
NbCo2Sb,1.2e-06,7,dxmag,full,3.0
NbCo2Si,0.0004889,7,dxmag,full,3.0
NbCo2Sn,0.724824625,8,dxmag,full,3.0
NbCoAs,0.1350643,11,dxmag,half,3.0
NbCoBi,4.4e-06,7,dxmag,half,3.0
NbCoGe,0.0,3,dxmag,half,3.0
NbCoP,0.0,4,dxmag,half,3.0
NbCoPb,0.275375,9,dxmag,half,3.0
NbCoSb,0.4174239,7,dxmag,half,3.0
NbCoSi,0.00034865,5,dxmag,half,3.0
NbCoSn,0.0,3,dxmag,half,3.0
NbCr2As,0.761671625,12,dxmag,inverse,3.0
NbCr2Bi,1.86128125,10,dxmag,full,3.0
NbCr2Ga,0.47203965,9,dxmag,inverse,3.0
NbCr2Ge,0.61705215,12,dxmag,inverse,3.0
NbCr2In,1.814407,7,dxmag,inverse,3.0
NbCr2P,2.165e-05,11,dxmag,inverse,3.0
NbCr2Pb,1.5048503000000002,4,dxmag,inverse,3.0
NbCr2Sb,0.0,7,dxmag,inverse,3.0
NbCr2Si,0.23663467500000002,8,dxmag,inverse,3.0
NbCr2Sn,1.947590025,8,dxmag,inverse,3.0
NbCrAs,8.25e-07,6,dxmag,half,3.0
NbCrBi,0.0,3,dxmag,half,3.0
NbCrGa,0.0,5,dxmag,half,3.0
NbCrGe,0.533553375,8,dxmag,half,3.0
NbCrIn,1.8665664,5,dxmag,half,3.0
NbCrP,0.0,4,dxmag,half,3.0
NbCrPb,0.0,3,dxmag,half,3.0
NbCrSb,4.17e-05,5,dxmag,half,3.0
NbCrSi,0.0,4,dxmag,half,3.0
NbCrSn,2.0101124749999997,6,dxmag,half,3.0
NbCu2As,0.0005108000000000001,10,dxmag,full,3.0
NbCu2Bi,0.08784682499999999,10,dxmag,full,3.0
NbCu2Ge,0.0,4,dxmag,full,3.0
NbCu2P,5.75e-07,8,dxmag,full,3.0
NbCu2Pb,5e-08,8,dxmag,full,3.0
NbCu2Sb,1.415e-05,13,dxmag,inverse,3.0
NbCu2Si,1.5e-07,6,dxmag,full,3.0
NbCu2Sn,0.0,7,dxmag,full,3.0
NbCuAs,2.025e-06,6,dxmag,half,3.0
NbCuBi,0.9960266,11,dxmag,half,3.0
NbCuGe,0.0,4,dxmag,half,3.0
NbCuP,0.0,8,dxmag,half,3.0
NbCuPb,0.6995322500000001,8,dxmag,half,3.0
NbCuSb,0.0,7,dxmag,half,3.0
NbCuSi,0.0,6,dxmag,half,3.0
NbCuSn,0.0025015,5,dxmag,half,3.0
NbFe2As,3.21228925,7,dxmag,full,3.0
NbFe2Bi,2.29287415,9,dxmag,inverse,3.0
NbFe2Ge,0.9936983,7,dxmag,inverse,3.0
NbFe2P,1.9452293,7,dxmag,full,3.0
NbFe2Pb,1.27942935,7,dxmag,inverse,3.0
NbFe2Sb,1.9737472,7,dxmag,inverse,3.0
NbFe2Si,0.9774452,7,dxmag,inverse,3.0
NbFe2Sn,0.0,6,dxmag,inverse,3.0
NbFeAs,0.0,4,dxmag,half,3.0
NbFeBi,0.0,3,dxmag,half,3.0
NbFeGe,0.72178505,8,dxmag,half,3.0
NbFeP,1.45e-05,5,dxmag,half,3.0
NbFePb,0.00505795,6,dxmag,half,3.0
NbFeSb,0.0,4,dxmag,half,3.0
NbFeSi,0.9275181,9,dxmag,half,3.0
NbFeSn,0.0001012,5,dxmag,half,3.0
NbGaAg,2.5e-07,5,dxmag,half,3.0
NbGaAg2,0.115191025,10,dxmag,full,3.0
NbGaAu,2e-07,5,dxmag,half,3.0
NbGaAu2,0.35815885000000003,8,dxmag,full,3.0
NbGaCo,0.00045185,6,dxmag,half,3.0
NbGaCo2,1.89649985,10,dxmag,inverse,3.0
NbGaCu,1.1e-06,5,dxmag,half,3.0
NbGaCu2,0.0,4,dxmag,full,3.0
NbGaFe,0.0,7,dxmag,half,3.0
NbGaFe2,3.5047475500000003,6,dxmag,inverse,3.0
NbGaIr,4e-06,4,dxmag,half,3.0
NbGaIr2,0.0,6,dxmag,full,3.0
NbGaMo,0.0,5,dxmag,half,3.0
NbGaMo2,3.5e-07,5,dxmag,inverse,3.0
NbGaNi,0.0,4,dxmag,half,3.0
NbGaNi2,0.0,3,dxmag,inverse,3.0
NbGaOs,0.0,5,dxmag,half,3.0
NbGaOs2,1.05e-06,5,dxmag,inverse,3.0
NbGaPd,0.0,3,dxmag,half,3.0
NbGaPd2,0.0,5,dxmag,full,3.0
NbGaPt,0.0,3,dxmag,half,3.0
NbGaPt2,0.0,4,dxmag,full,3.0
NbGaRe,0.0,5,dxmag,half,3.0
NbGaRe2,0.0,4,dxmag,full,3.0
NbGaRh,2.9575e-05,6,dxmag,half,3.0
NbGaRh2,0.0,7,dxmag,full,3.0
NbGaRu,0.0,5,dxmag,half,3.0
NbGaRu2,0.0002926,5,dxmag,inverse,3.0
NbGaW,0.0,6,dxmag,half,3.0
NbGaW2,0.0,5,dxmag,full,3.0
NbGeAu,0.12974745,7,dxmag,half,3.0
NbGeAu2,0.061547674999999996,6,dxmag,full,3.0
NbGeIr,0.0,3,dxmag,half,3.0
NbGeIr2,0.0,6,dxmag,full,3.0
NbGeMo,0.0,8,dxmag,half,3.0
NbGeMo2,1.5e-07,6,dxmag,full,3.0
NbGeOs,1.55e-06,5,dxmag,half,3.0
NbGeOs2,0.0,5,dxmag,inverse,3.0
NbGePd,0.198637,6,dxmag,half,3.0
NbGePd2,0.0,4,dxmag,full,3.0
NbGePt,5.05e-06,5,dxmag,half,3.0
NbGePt2,0.0,4,dxmag,full,3.0
NbGeRh,0.0,3,dxmag,half,3.0
NbGeRh2,0.0,7,dxmag,full,3.0
NbGeRu,0.0,3,dxmag,half,3.0
NbGeRu2,0.36199057500000004,8,dxmag,inverse,3.0
NbGeW,7.5e-07,8,dxmag,half,3.0
NbGeW2,0.0,4,dxmag,full,3.0
NbInAg,0.43440999999999996,6,dxmag,half,3.0
NbInAg2,0.130891125,10,dxmag,full,3.0
NbInAu,0.408638825,4,dxmag,half,3.0
NbInAu2,0.70697475,9,dxmag,full,3.0
NbInCo,0.311571975,6,dxmag,half,3.0
NbInCo2,1.1889817749999998,10,dxmag,inverse,3.0
NbInCu,0.003781375,6,dxmag,half,3.0
NbInCu2,0.0,2,dxmag,full,3.0
NbInFe,0.0,4,dxmag,half,3.0
NbInFe2,2.337084675,6,dxmag,inverse,3.0
NbInIr,0.0,5,dxmag,half,3.0
NbInIr2,0.0,5,dxmag,full,3.0
NbInMo,0.0,3,dxmag,half,3.0
NbInMo2,1.1e-06,4,dxmag,inverse,3.0
NbInNi,0.0,3,dxmag,half,3.0
NbInNi2,0.0,4,dxmag,full,3.0
NbInOs,0.0,4,dxmag,half,3.0
NbInOs2,0.0,4,dxmag,inverse,3.0
NbInPd,0.0,2,dxmag,half,3.0
NbInPd2,0.0,3,dxmag,inverse,3.0
NbInPt,0.0,2,dxmag,half,3.0
NbInPt2,0.0,4,dxmag,full,3.0
NbInRe,0.0,4,dxmag,half,3.0
NbInRe2,0.0,4,dxmag,full,3.0
NbInRh,0.00012405,5,dxmag,half,3.0
NbInRh2,0.0,6,dxmag,full,3.0
NbInRu,0.0,3,dxmag,half,3.0
NbInRu2,8.67e-05,7,dxmag,inverse,3.0
NbInW,0.0,4,dxmag,half,3.0
NbInW2,0.0,4,dxmag,full,3.0
NbIr2Pb,0.0,6,dxmag,full,3.0
NbIrPb,0.0,2,dxmag,half,3.0
NbMo2As,0.0,4,dxmag,full,3.0
NbMo2P,0.0,5,dxmag,full,3.0
NbMo2Pb,0.0,5,dxmag,inverse,3.0
NbMoAs,0.0,5,dxmag,half,3.0
NbMoP,0.0,4,dxmag,half,3.0
NbMoPb,0.0,3,dxmag,half,3.0
NbNi2As,0.0,6,dxmag,full,3.0
NbNi2Bi,0.0,5,dxmag,inverse,3.0
NbNi2Ge,0.0,3,dxmag,full,3.0
NbNi2P,0.0,7,dxmag,full,3.0
NbNi2Pb,0.0,4,dxmag,inverse,3.0
NbNi2Sb,0.0,4,dxmag,full,3.0
NbNi2Sn,0.0,4,dxmag,inverse,3.0
NbNiAs,0.0,4,dxmag,half,3.0
NbNiBi,0.0,3,dxmag,half,3.0
NbNiGe,0.0,3,dxmag,half,3.0
NbNiP,0.0,6,dxmag,half,3.0
NbNiPb,0.0,3,dxmag,half,3.0
NbNiSb,4.845e-05,5,dxmag,half,3.0
NbNiSn,0.0,3,dxmag,half,3.0
NbOs2Pb,0.0,6,dxmag,inverse,3.0
NbOsPb,3e-07,4,dxmag,half,3.0
NbPAu,1.05e-06,5,dxmag,half,3.0
NbPAu2,5.485e-05,4,dxmag,full,3.0
NbPIr,0.0,4,dxmag,half,3.0
NbPIr2,5e-08,7,dxmag,full,3.0
NbPOs,0.0,5,dxmag,half,3.0
NbPOs2,0.0,6,dxmag,full,3.0
NbPPd,0.0,4,dxmag,half,3.0
NbPPd2,0.3220673,5,dxmag,full,3.0
NbPPt,0.0,6,dxmag,half,3.0
NbPPt2,0.0,5,dxmag,full,3.0
NbPRh,0.0,3,dxmag,half,3.0
NbPRh2,0.0,7,dxmag,full,3.0
NbPRu,0.0,4,dxmag,half,3.0
NbPRu2,6.575e-05,9,dxmag,inverse,3.0
NbPW,0.0,5,dxmag,half,3.0
NbPW2,0.0,5,dxmag,full,3.0
NbPbAu,0.4520514,9,dxmag,half,3.0
NbPbAu2,1.1455334,7,dxmag,full,3.0
NbPbW,0.0,4,dxmag,half,3.0
NbPbW2,0.0,4,dxmag,full,3.0
NbPd2Pb,0.00030665,5,dxmag,full,3.0
NbPdPb,0.40084665,4,dxmag,half,3.0
NbPt2Pb,0.0,4,dxmag,full,3.0
NbPtPb,0.4774992,4,dxmag,half,3.0
NbRe2As,5e-08,6,dxmag,inverse,3.0
NbRe2Bi,0.0,5,dxmag,inverse,3.0
NbRe2Ge,0.0,5,dxmag,inverse,3.0
NbRe2P,5e-08,7,dxmag,inverse,3.0
NbRe2Pb,0.0,5,dxmag,inverse,3.0
NbRe2Sb,0.0,5,dxmag,inverse,3.0
NbRe2Si,0.0,5,dxmag,inverse,3.0
NbRe2Sn,0.0,4,dxmag,full,3.0
NbReAs,0.0,5,dxmag,half,3.0
NbReBi,0.0,3,dxmag,half,3.0
NbReGe,0.0,4,dxmag,half,3.0
NbReP,0.0,4,dxmag,half,3.0
NbRePb,0.0,3,dxmag,half,3.0
NbReSb,0.0,3,dxmag,half,3.0
NbReSi,0.0,4,dxmag,half,3.0
NbReSn,0.0,4,dxmag,half,3.0
NbRh2Pb,0.0,6,dxmag,full,3.0
NbRhPb,0.0,2,dxmag,half,3.0
NbRu2Pb,5e-08,7,dxmag,full,3.0
NbRuPb,0.0,3,dxmag,half,3.0
NbSbAu,1.33725195,9,dxmag,half,3.0
NbSbAu2,0.3911189,7,dxmag,full,3.0
NbSbIr,0.1267985,6,dxmag,half,3.0
NbSbIr2,0.0,5,dxmag,inverse,3.0
NbSbMo,0.0,3,dxmag,half,3.0
NbSbMo2,0.0,4,dxmag,full,3.0
NbSbOs,0.0,4,dxmag,half,3.0
NbSbOs2,0.0,4,dxmag,full,3.0
NbSbPd,0.0,3,dxmag,half,3.0
NbSbPd2,0.4633685,4,dxmag,full,3.0
NbSbPt,0.0,3,dxmag,half,3.0
NbSbPt2,0.00078245,5,dxmag,full,3.0
NbSbRh,0.0,5,dxmag,half,3.0
NbSbRh2,0.0,6,dxmag,full,3.0
NbSbRu,0.0,3,dxmag,half,3.0
NbSbRu2,0.7344834,9,dxmag,inverse,3.0
NbSbW,0.0,4,dxmag,half,3.0
NbSbW2,0.0,4,dxmag,full,3.0
NbSiAg,0.080348,8,dxmag,half,3.0
NbSiAg2,0.00502135,6,dxmag,full,3.0
NbSiAu,1.7875e-05,8,dxmag,half,3.0
NbSiAu2,0.164711425,6,dxmag,full,3.0
NbSiIr,0.0,3,dxmag,half,3.0
NbSiIr2,0.0,5,dxmag,inverse,3.0
NbSiMo,3e-07,7,dxmag,half,3.0
NbSiMo2,0.0,2,dxmag,full,3.0
NbSiNi,0.0,5,dxmag,half,3.0
NbSiNi2,0.0,3,dxmag,full,3.0
NbSiOs,0.0,5,dxmag,half,3.0
NbSiOs2,0.0,4,dxmag,full,3.0
NbSiPd,0.0,3,dxmag,half,3.0
NbSiPd2,0.0,4,dxmag,full,3.0
NbSiPt,0.0001769,5,dxmag,half,3.0
NbSiPt2,0.0,3,dxmag,full,3.0
NbSiRh,0.0,4,dxmag,half,3.0
NbSiRh2,0.0,5,dxmag,inverse,3.0
NbSiRu,0.0,3,dxmag,half,3.0
NbSiRu2,0.0001108,10,dxmag,inverse,3.0
NbSiW,0.0,6,dxmag,half,3.0
NbSiW2,0.0,4,dxmag,full,3.0
NbSnAu,0.509327275,8,dxmag,half,3.0
NbSnAu2,1.032788975,8,dxmag,full,3.0
NbSnIr,0.0,3,dxmag,half,3.0
NbSnIr2,0.0,4,dxmag,full,3.0
NbSnMo,0.1315677,8,dxmag,half,3.0
NbSnMo2,4.775e-06,6,dxmag,full,3.0
NbSnOs,3.48e-05,4,dxmag,half,3.0
NbSnOs2,0.0,4,dxmag,full,3.0
NbSnPd,3.2e-05,5,dxmag,half,3.0
NbSnPd2,0.0,3,dxmag,full,3.0
NbSnPt,2.51e-05,5,dxmag,half,3.0
NbSnPt2,0.0,5,dxmag,full,3.0
NbSnRh,0.0,3,dxmag,half,3.0
NbSnRh2,0.0,5,dxmag,inverse,3.0
NbSnRu,5e-08,4,dxmag,half,3.0
NbSnRu2,0.3464027,12,dxmag,inverse,3.0
NbSnW,0.0,4,dxmag,half,3.0
NbSnW2,0.0,3,dxmag,full,3.0
NbTlAg,0.719888975,4,dxmag,half,3.0
NbTlAg2,0.00030455,7,dxmag,full,3.0
NbTlAu,0.4543472,4,dxmag,half,3.0
NbTlAu2,0.6654406,9,dxmag,inverse,3.0
NbTlCd,1.69675815,7,dxmag,half,3.0
NbTlCd2,1.6963450249999998,8,dxmag,full,3.0
NbTlCo,0.0,4,dxmag,half,3.0
NbTlCo2,2.007960275,8,dxmag,full,3.0
NbTlCr,0.0,3,dxmag,half,3.0
NbTlCr2,1.7333749,7,dxmag,inverse,3.0
NbTlCu,0.0830116,6,dxmag,half,3.0
NbTlCu2,0.0,3,dxmag,inverse,3.0
NbTlFe,0.0,4,dxmag,half,3.0
NbTlFe2,3.38963175,7,dxmag,inverse,3.0
NbTlIr,0.0,2,dxmag,half,3.0
NbTlIr2,0.0,5,dxmag,inverse,3.0
NbTlMo,0.0,3,dxmag,half,3.0
NbTlMo2,9.5e-07,8,dxmag,full,3.0
NbTlNi,0.0,3,dxmag,half,3.0
NbTlNi2,0.0,5,dxmag,inverse,3.0
NbTlOs,0.0,4,dxmag,half,3.0
NbTlOs2,0.0,5,dxmag,inverse,3.0
NbTlPd,0.0,2,dxmag,half,3.0
NbTlPd2,0.0,4,dxmag,full,3.0
NbTlPt,0.0,2,dxmag,half,3.0
NbTlPt2,0.0,5,dxmag,full,3.0
NbTlRe,0.0,4,dxmag,half,3.0
NbTlRe2,0.0,5,dxmag,inverse,3.0
NbTlRh,0.00425935,5,dxmag,half,3.0
NbTlRh2,0.0,6,dxmag,inverse,3.0
NbTlRu,0.0,5,dxmag,half,3.0
NbTlRu2,1.2180185,7,dxmag,inverse,3.0
NbTlV,1.00128475,9,dxmag,half,3.0
NbTlV2,0.0,3,dxmag,inverse,3.0
NbTlW,0.0,4,dxmag,half,3.0
NbTlW2,0.0,6,dxmag,inverse,3.0
NbTlZn,0.0002514,5,dxmag,half,3.0
NbTlZn2,1.8247092,9,dxmag,inverse,3.0
NbV2As,0.125231075,8,dxmag,full,3.0
NbV2Bi,0.794866575,8,dxmag,full,3.0
NbV2Ga,8.28e-05,5,dxmag,inverse,3.0
NbV2Ge,0.0015289,9,dxmag,full,3.0
NbV2In,0.0,4,dxmag,inverse,3.0
NbV2P,0.00360205,8,dxmag,full,3.0
NbV2Pb,0.00209855,7,dxmag,inverse,3.0
NbV2Sb,1.44606025,7,dxmag,inverse,3.0
NbV2Si,0.0012128500000000001,8,dxmag,full,3.0
NbV2Sn,0.43061055,9,dxmag,inverse,3.0
NbVAs,0.0,7,dxmag,half,3.0
NbVBi,0.0,3,dxmag,half,3.0
NbVGa,0.80456825,14,dxmag,half,3.0
NbVGe,0.0,9,dxmag,half,3.0
NbVIn,1.09096395,10,dxmag,half,3.0
NbVP,0.0,5,dxmag,half,3.0
NbVPb,0.31693685,9,dxmag,half,3.0
NbVSb,4.895e-05,4,dxmag,half,3.0
NbVSi,0.0,5,dxmag,half,3.0
NbVSn,0.872259275,10,dxmag,half,3.0
NbZn2As,4.75e-07,6,dxmag,full,3.0
NbZn2Bi,0.0008678,9,dxmag,full,3.0
NbZn2Ga,0.6771220499999999,8,dxmag,inverse,3.0
NbZn2Ge,0.3503796,9,dxmag,inverse,3.0
NbZn2In,0.97109895,8,dxmag,full,3.0
NbZn2P,0.0,7,dxmag,full,3.0
NbZn2Pb,0.050518725,8,dxmag,full,3.0
NbZn2Sb,0.0001399,7,dxmag,full,3.0
NbZn2Si,0.0792969,6,dxmag,full,3.0
NbZn2Sn,0.001407,7,dxmag,inverse,3.0
NbZnAs,0.843712675,8,dxmag,half,3.0
NbZnBi,1.988784725,8,dxmag,half,3.0
NbZnGa,0.0,5,dxmag,half,3.0
NbZnGe,8.3e-06,10,dxmag,half,3.0
NbZnIn,0.0,3,dxmag,half,3.0
NbZnP,0.260752125,8,dxmag,half,3.0
NbZnPb,1.334814,9,dxmag,half,3.0
NbZnSb,0.19844815,9,dxmag,half,3.0
NbZnSi,0.0,6,dxmag,half,3.0
NbZnSn,0.97798755,9,dxmag,half,3.0
Ni2AgAs,0.0,4,dxmag,inverse,3.0
Ni2AgBi,0.0,5,dxmag,inverse,3.0
Ni2AgGe,0.0,5,dxmag,inverse,3.0
Ni2AgP,0.001122,6,dxmag,full,3.0
Ni2AgPb,1e-07,6,dxmag,inverse,3.0
Ni2AgSb,0.0,5,dxmag,inverse,3.0
Ni2AgSn,0.0,4,dxmag,inverse,3.0
Ni2As,0.0,1,dxmag,half,2.0
Ni2AsAu,0.000103275,6,dxmag,inverse,3.0
Ni2AsIr,0.0,7,dxmag,full,3.0
Ni2AsOs,3.925e-06,8,dxmag,full,3.0
Ni2AsPd,0.0,4,dxmag,full,3.0
Ni2AsPt,0.0,5,dxmag,inverse,3.0
Ni2AsRh,0.0,5,dxmag,full,3.0
Ni2AsRu,1.25e-06,10,dxmag,full,3.0
Ni2AsW,0.0,8,dxmag,full,3.0
Ni2Bi,0.0,2,dxmag,half,2.0
Ni2BiAu,0.0002084,8,dxmag,inverse,3.0
Ni2BiIr,0.0,4,dxmag,inverse,3.0
Ni2BiMo,0.6327984999999999,6,dxmag,full,3.0
Ni2BiOs,0.00083515,8,dxmag,full,3.0
Ni2BiPd,0.0,3,dxmag,inverse,3.0
Ni2BiPt,0.0,7,dxmag,inverse,3.0
Ni2BiRh,0.0,5,dxmag,inverse,3.0
Ni2BiRu,0.0,4,dxmag,full,3.0
Ni2BiW,2.87e-05,9,dxmag,full,3.0
Ni2Ge,0.0,2,dxmag,half,2.0
Ni2GeAu,0.0,6,dxmag,inverse,3.0
Ni2GeIr,0.0,5,dxmag,full,3.0
Ni2GeMo,0.07042342500000001,10,dxmag,full,3.0
Ni2GeOs,0.0891409,10,dxmag,full,3.0
Ni2GePd,0.0,6,dxmag,full,3.0
Ni2GePt,0.0,5,dxmag,inverse,3.0
Ni2GeRh,0.0,6,dxmag,full,3.0
Ni2GeRu,0.000141125,8,dxmag,full,3.0
Ni2GeW,2.5e-07,7,dxmag,full,3.0
Ni2IrPb,7.02e-05,7,dxmag,inverse,3.0
Ni2MoAs,0.0,5,dxmag,full,3.0
Ni2MoP,0.0,7,dxmag,full,3.0
Ni2MoPb,0.0,4,dxmag,full,3.0
Ni2OsPb,0.0,7,dxmag,full,3.0
Ni2P,0.0,2,dxmag,half,2.0
Ni2PAu,0.0,5,dxmag,inverse,3.0
Ni2PIr,0.0,8,dxmag,full,3.0
Ni2POs,0.0005918,8,dxmag,full,3.0
Ni2PPd,0.0,5,dxmag,full,3.0
Ni2PPt,0.0,9,dxmag,full,3.0
Ni2PRh,8.2575e-05,8,dxmag,full,3.0
Ni2PRu,0.0034177,7,dxmag,full,3.0
Ni2PW,0.0,8,dxmag,full,3.0
Ni2Pb,0.0,1,dxmag,half,2.0
Ni2PbAu,5e-08,7,dxmag,inverse,3.0
Ni2PbW,0.09822979999999999,10,dxmag,full,3.0
Ni2PdPb,1e-07,5,dxmag,inverse,3.0
Ni2PtPb,0.0,4,dxmag,inverse,3.0
Ni2RhPb,0.0,4,dxmag,full,3.0
Ni2RuPb,0.98731435,9,dxmag,inverse,3.0
Ni2Sb,0.0,2,dxmag,half,2.0
Ni2SbAu,0.0,5,dxmag,inverse,3.0
Ni2SbIr,0.0,5,dxmag,full,3.0
Ni2SbMo,0.08578005,8,dxmag,full,3.0
Ni2SbOs,0.0,8,dxmag,full,3.0
Ni2SbPd,0.0,3,dxmag,inverse,3.0
Ni2SbPt,0.0,5,dxmag,inverse,3.0
Ni2SbRh,0.0,4,dxmag,full,3.0
Ni2SbRu,2.5e-08,6,dxmag,full,3.0
Ni2SbW,1.1925e-05,8,dxmag,full,3.0
Ni2Sn,0.0,2,dxmag,half,2.0
Ni2SnAu,0.0,5,dxmag,inverse,3.0
Ni2SnIr,0.0,7,dxmag,inverse,3.0
Ni2SnMo,1.099052075,10,dxmag,inverse,3.0
Ni2SnOs,0.0,7,dxmag,full,3.0
Ni2SnPd,0.0,5,dxmag,full,3.0
Ni2SnPt,0.0,5,dxmag,inverse,3.0
